submissionid,submissiondatetime,deviceid,username,User_s_,Survey_Start_Time,Study_Area,Other_Study_Area,GNSS_Setup,Other_GNSS_Setup,Pre_Survey_Notes,Sampling_Design,Plot_ID,GNSS_Used_,GNSS_Status,GNSS_Height_Rover_to_Snow__cm_,Point_Observation.Date___Time_of_Point_Observation,Point_Observation.Approx__Location,Point_Observation.Type_of_Plot,Point_Observation.Cardinal_Direction,Point_Observation.Distance_From_Centre__m_,Point_Observation.Custom_Distance_From_Centre__m_,Point_Observation.Sample_Type,Point_Observation.Tare_on_fish_scale_,Point_Observation.Tare_Weight__g_,Point_Observation.Multi_Part_Core_,Point_Observation.Core_Section_Number,Point_Observation.Depth__cm_,Point_Observation.Depth__cm_:timestamp,Point_Observation.Core_Length__cm_,Point_Observation.Plug__cm_,Point_Observation.Mass___Tube__g_,Point_Observation.Mass__g_,Point_Observation.Mass_Final__g_,Point_Observation.Retrieval____,Point_Observation.SWE__mm_,Point_Observation.Density,Point_Observation.Sample_Rating,Point_Observation.Point_Observation_Notes,Point_Observation.Picture,Snow_Pit_Measurenent.Distance_from_centre_of_plot__m_,Snow_Pit_Measurenent.Depth_above_ground__cm_,Snow_Pit_Measurenent.Temperature___C_,Snow_Pit_Measurenent.Density_Notes,Survey_End_TIme
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,N,10,,Density,no,3410,yes,1b,220,3/10/2021 13:18,70,0,3950,,540,100,38.972,0.557,,Not to ground very dense 10 cm unaccounted for. Note in massive tree well,,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,W,10,,Depth,,,,,375,3/10/2021 13:20,,,,,,,,,,,,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,W,7.5,,Depth,,,,,425,3/10/2021 13:20,,,,,,,,,,,https://drive.google.com/uc?id=1uCTO7K7QvWiefb3Qx3DxRYEkkdDIBaOI,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,W,5,,Depth,,,,,425,3/10/2021 13:22,,,,,,,,,,,,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,W,2.5,,Depth,,,,,420,3/10/2021 13:22,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1DWgaWnmghXvT_jyeArpjNSMpmptdCkGw,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,W,10,,Density,no,3410,yes,1a,168,3/10/2021 13:22,120,0,4070,,660,100,47.632,0.397,,,,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,W,10,,Density,no,3410,yes,1b,236,3/10/2021 13:25,85,0,3940,,530,100,38.25,0.45,,,,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,W,10,,Density,no,3410,yes,1c,310,3/10/2021 13:30,90,0,3950,,540,100,38.972,0.433,,,https://drive.google.com/uc?id=1SV6GqPoj0QFO0YCoeKayBw99r__lYuzp,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,W,10,,Density,no,3410,yes,1d,375,3/10/2021 13:32,75,,3840,,430,100,31.033,,,Might not be to ground,,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,Cardinal 10 m,,10,,Density,yes,,no,,375,3/10/2021 13:36,370,0,,2160,2160,100,155.887,0.421,,,,,,,,3/10/2021 13:44
55580097,2021-03-12 12:01:10 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/10/2021 12:50,Englishman,,Topcon,,"Wx clearing and fogging, light wind. No density for east and southin enormous tree well. ",,0310e1a,yes,FLOAT,,,,,,,,Density,yes,,no,,335,3/10/2021 13:40,331,,,1820,1820,100,131.349,,,Compilation of multipart cores will likely have to ,,,,,,3/10/2021 13:44
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,3/11/2021 13:52,,Cardinal 10 m,N,2.5,,Depth,,,,,310,3/11/2021 13:55,,,,,,,,,,,https://drive.google.com/uc?id=1trOS_tdLW_3TedMC8QBkXFgAb1rftwat,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,Centre,,,Depth,,,,,320,3/11/2021 13:54,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1oN1We7o2_QF3fCXkJdXK9JNBjfEcz3b6,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,N,5,,Depth,,,,,325,3/11/2021 13:55,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1ZnJ-wLO2ohESNe8R-zfPpBEPG2cIdVWL,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,N,7.5,,Depth,,,,,260,3/11/2021 13:56,,,,,,,,,Excellent,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,,10,,Density,yes,,no,,275,3/11/2021 13:58,255,,,,,100,,,,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,E,7.5,,Depth,,,,,255,3/11/2021 14:00,,,,,,,,,,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,E,5,,Depth,,,,,325,3/11/2021 14:00,,,,,,,,,,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,E,2.5,,Depth,,,,,270,3/11/2021 14:00,,,,,,,,,,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,E,7.5,,Density,no,3320,no,,255,3/11/2021 14:01,205,0,,,,100,,,,In tree well hit air pockets,https://drive.google.com/uc?id=1A3oVoHjZsL758Ay805AYynhgaw0H9-4p,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,S,7.5,,Depth,,,,,290,3/11/2021 14:02,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1M8O69TvlJQb-xfn52xGF6zw93sdGurE4,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,S,5,,Depth,,,,,300,3/11/2021 14:03,,,,,,,,,Excellent,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,S,2.5,,Depth,,,,,315,3/11/2021 14:03,,,,,,,,,Excellent,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,S,10,,Density,no,3320,no,,285,3/11/2021 14:03,261,0,,,,100,,,,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,W,10,,Density,no,3320,no,,315,3/11/2021 14:06,286,0,,,,100,,,,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,W,7.5,,Depth,,,,,260,3/11/2021 14:05,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1Y1BcAJ9vTzH3-lRqoNus6_dxgMunGtOB,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,W,5,,Depth,,,,,260,3/11/2021 14:05,,,,,,,,,Excellent,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,,,Cardinal 10 m,W,2.5,,Depth,,,,,325,3/11/2021 14:06,,,,,,,,,,,,,,,,3/11/2021 14:13
55580130,2021-03-12 12:02:02 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,3/11/2021 13:51,Englishman,,Topcon,,"Clear, sunny. All cores clean, no layers, we lost the data because of flipping the tare button on the form.",,0311N2F,yes,FLOAT,,3/11/2021 14:06,,Cardinal 10 m,Centre,,,Density,no,3320,no,,308,3/11/2021 14:07,290,0,4640,,1320,100,95.264,0.328,,,,,,,,3/11/2021 14:13
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,Centre,,,Density,no,2820,no,,245,3/11/2021 15:11,215,0,3750,,930,100,67.118,0.312,Excellent,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,3/11/2021 15:08,,Cardinal 10 m,S,7.5,,Depth,,,,,250,3/11/2021 15:10,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1jyrov4S1eRBUWcb4eoqZlSRWFKic9w2E,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,S,5,,Depth,,,,,230,3/11/2021 15:10,,,,,,,,,Excellent,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,S,2.5,,Depth,,,,,230,3/11/2021 15:11,,,,,,,,,,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,3/11/2021 15:29,,Quick 5 Point,NW,7.5,,Depth,,,,,99999999999,3/11/2021 15:30,,,,,,,,,Excellent,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,S,10,,Density,no,2820,no,,235,3/11/2021 15:16,198,0,3670,,850,100,61.344,0.31,,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,W,7.5,,Depth,,,,,275,3/11/2021 15:17,,,,,,,,,,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,W,5,,Depth,,,,,250,3/11/2021 15:17,,,,,,,,,,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,W,2.5,,Depth,,,,,260,3/11/2021 15:18,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1SIZnmmyRmXYt_PYDIiA7nn8jLkE7GgDM,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,,W,10,,Density,no,2820,no,,280,3/11/2021 15:20,210,0,3830,,1010,100,72.891,0.347,,Bad recovery small tree well denser crystals,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,N,7.5,,Depth,,,,,220,3/11/2021 15:22,,,,,,,,,,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,N,5,,Depth,,,,,220,3/11/2021 15:22,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1FdDaHZ8Dnjn3uI22Bb_g15AxXj2LbVBZ,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,N,2.5,,Depth,,,,,255,3/11/2021 15:23,,,,,,,,,Excellent,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,N,10,,Density,no,2820,no,,170,3/11/2021 15:25,135,0,3480,,660,100,47.632,0.353,,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,E,7.5,,Depth,,,,,255,3/11/2021 15:25,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1A2421rORaz-S_FVfvasj5A34Oy3jm-8i,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,E,5,,Depth,,,,,270,3/11/2021 15:26,,,,,,,,,,,,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,E,2.5,,Depth,,,,,235,3/11/2021 15:27,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1weiocsy-4Gow9AH0N5dJZcdyUwZdgITy,,,,,3/11/2021 15:29
55580178,2021-03-12 12:04:11 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,3/11/2021 15:02,Englishman,,Topcon,,,,0311w3f,yes,FLOAT,,,,Cardinal 10 m,E,10,,Density,no,2820,no,,278,3/11/2021 15:28,230,0,3900,,1080,100,77.943,0.339,Excellent,,,,,,,3/11/2021 15:29
55580138,2021-03-12 12:02:18 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab,3/11/2021 14:42,Englishman,,,,Taking depth measurements on lost lake to figure out bareeath lake level offset.,,Lostlake,no,FLOAT,,,,Quick 5 Point,,,,Depth,,,,,103,3/11/2021 14:44,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1_5293ODfP9yGwxDyR_BA3yeN7Jtm7Uoo,,,,,
55580138,2021-03-12 12:02:18 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab,3/11/2021 14:42,Englishman,,,,Taking depth measurements on lost lake to figure out bareeath lake level offset.,,Lostlake,no,FLOAT,,,,Quick 5 Point,,,,Depth,,,,,115,3/11/2021 14:46,,,,,,,,,Excellent,,,,,,,
55580138,2021-03-12 12:02:18 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab,3/11/2021 14:42,Englishman,,,,Taking depth measurements on lost lake to figure out bareeath lake level offset.,,Lostlake,no,FLOAT,,,"lat=49.202754, long=-124.554896, alt=1245.857910, hAccuracy=5.000000, vAccuracy=3.000000, timestamp=2021-03-11T22:46:56Z",Quick 5 Point,,,,Depth,,,,,120,3/11/2021 14:47,,,,,,,,,,,,,,,,
55580138,2021-03-12 12:02:18 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab,3/11/2021 14:42,Englishman,,,,Taking depth measurements on lost lake to figure out bareeath lake level offset.,,Lostlake,no,FLOAT,,,,Quick 5 Point,,,,Depth,,,,,121,3/11/2021 14:55,,,,,,,,,,,,,,,,
55581216,2021-03-11 16:20:30 -08:00,iPhone_4EC7B001-58BA-476A-9D0C-2D30FDF299DF,CHRL - Rob White,"RW, EH, AC",3/11/2021 15:15,Cruickshank,,Septentrio,,Gnss not fixed. Something between float and sbas. AC has rover notes for camera locations. ,,CRU_E7_S,yes,FLOAT,2,3/11/2021 15:57,,Cardinal 10 m,N,10,,Density,no,2520,no,,234,3/11/2021 15:49,155,5,2950,,430,100,31.033,0.207,Excellent,Bottom very wet. Re cored four times. ,,,,,,
55581216,2021-03-11 16:20:30 -08:00,iPhone_4EC7B001-58BA-476A-9D0C-2D30FDF299DF,CHRL - Rob White,"RW, EH, AC",3/11/2021 15:15,Cruickshank,,Septentrio,,Gnss not fixed. Something between float and sbas. AC has rover notes for camera locations. ,,CRU_E7_S,yes,FLOAT,2,,,Cardinal 10 m,N,7.5,,Depth,,,,,223,3/11/2021 15:16,,,,,,,,,Excellent,,,,,,,
55581216,2021-03-11 16:20:30 -08:00,iPhone_4EC7B001-58BA-476A-9D0C-2D30FDF299DF,CHRL - Rob White,"RW, EH, AC",3/11/2021 15:15,Cruickshank,,Septentrio,,Gnss not fixed. Something between float and sbas. AC has rover notes for camera locations. ,,CRU_E7_S,yes,FLOAT,2,,,Cardinal 10 m,N,5,,Depth,,,,,180,3/11/2021 15:17,,,,,,,,,Excellent,5 com from tree trunk,,,,,,
55581216,2021-03-11 16:20:30 -08:00,iPhone_4EC7B001-58BA-476A-9D0C-2D30FDF299DF,CHRL - Rob White,"RW, EH, AC",3/11/2021 15:15,Cruickshank,,Septentrio,,Gnss not fixed. Something between float and sbas. AC has rover notes for camera locations. ,,CRU_E7_S,yes,FLOAT,2,,,Cardinal 10 m,N,2.5,,Depth,,,,,260,3/11/2021 15:17,,,,,,,,,Excellent,,,,,,,
55581216,2021-03-11 16:20:30 -08:00,iPhone_4EC7B001-58BA-476A-9D0C-2D30FDF299DF,CHRL - Rob White,"RW, EH, AC",3/11/2021 15:15,Cruickshank,,Septentrio,,Gnss not fixed. Something between float and sbas. AC has rover notes for camera locations. ,,CRU_E7_S,yes,FLOAT,2,3/11/2021 15:36,,Cardinal 10 m,Centre,,,Density,no,2520,no,,230,3/11/2021 15:41,225,2,3340,,820,100,59.179,0.265,Excellent,,https://drive.google.com/uc?id=1nl97U5F_gYRVm_L9gYfP7WEUHep8onoz,,,,,
55581216,2021-03-11 16:20:30 -08:00,iPhone_4EC7B001-58BA-476A-9D0C-2D30FDF299DF,CHRL - Rob White,"RW, EH, AC",3/11/2021 15:15,Cruickshank,,Septentrio,,Gnss not fixed. Something between float and sbas. AC has rover notes for camera locations. ,,CRU_E7_S,yes,FLOAT,2,,,Cardinal 10 m,S,10,,Density,no,2520,no,,225,3/11/2021 16:14,191,6,3080,,560,100,40.415,0.218,Excellent,1m away from tree,,,,,,
55581216,2021-03-11 16:20:30 -08:00,iPhone_4EC7B001-58BA-476A-9D0C-2D30FDF299DF,CHRL - Rob White,"RW, EH, AC",3/11/2021 15:15,Cruickshank,,Septentrio,,Gnss not fixed. Something between float and sbas. AC has rover notes for camera locations. ,,CRU_E7_S,yes,FLOAT,2,,,Cardinal 10 m,S,7.5,,Depth,,,,,290,3/11/2021 15:19,,,,,,,,,Excellent,In tree well,,,,,,
55581216,2021-03-11 16:20:30 -08:00,iPhone_4EC7B001-58BA-476A-9D0C-2D30FDF299DF,CHRL - Rob White,"RW, EH, AC",3/11/2021 15:15,Cruickshank,,Septentrio,,Gnss not fixed. Something between float and sbas. AC has rover notes for camera locations. ,,CRU_E7_S,yes,FLOAT,2,,,Cardinal 10 m,S,5,,Depth,,,,,259,3/11/2021 15:20,,,,,,,,,Excellent,,,,,,,
55581216,2021-03-11 16:20:30 -08:00,iPhone_4EC7B001-58BA-476A-9D0C-2D30FDF299DF,CHRL - Rob White,"RW, EH, AC",3/11/2021 15:15,Cruickshank,,Septentrio,,Gnss not fixed. Something between float and sbas. AC has rover notes for camera locations. ,,CRU_E7_S,yes,FLOAT,2,,,Cardinal 10 m,S,2.5,,Depth,,,,,235,3/11/2021 15:20,,,,,,,,,Excellent,,,,,,,
